PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
ANAPC2	in-complex-with	CDC23	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC2	in-complex-with	CDC27	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC2	interacts-with	FZR1	NetPath	10500174	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_b88a49c742d5941afde6e4ef0740af76
ANAPC4	in-complex-with	ANAPC5	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC4	in-complex-with	ANAPC7	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC4	in-complex-with	CDC16	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC4	in-complex-with	CDC23	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC4	in-complex-with	CDC27	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC4	interacts-with	FZR1	NetPath	10500174	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_b88a49c742d5941afde6e4ef0740af76
ANAPC5	in-complex-with	ANAPC7	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC5	in-complex-with	CDC16	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC5	in-complex-with	CDC23	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC5	in-complex-with	CDC27	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC5	interacts-with	FZR1	NetPath	10500174	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_b88a49c742d5941afde6e4ef0740af76
ANAPC7	in-complex-with	CDC16	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC7	in-complex-with	CDC23	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC7	in-complex-with	CDC27	NetPath			http://pathwaycommons.org/pc2/Complex_f768da88df83852d357a9e8c42054bdb;http://pathwaycommons.org/pc2/Complex_5d13dd63fb487fca7dc7eb75067e3e79;http://pathwaycommons.org/pc2/Complex_ffbd376fb47df94e2f3155f2b7830566
ANAPC7	interacts-with	FZR1	NetPath	10500174	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_b88a49c742d5941afde6e4ef0740af76
ANXA2	interacts-with	PTPN11	NetPath	17395158	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_6fe8d979529dce7464b322cd9759746e
AP2A1	in-complex-with	AP2B1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	AP2S1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	CBLB	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	CD59	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	interacts-with	EGFR	NetPath	12577067	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_add5aed7f8c1bfacad0e9ab82f666998
AP2A1	interacts-with	EPN1	NetPath	9723620	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_af1064e0e866557214017df2fe035a51
AP2A1	in-complex-with	EPPK1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	interacts-with	EPS15	NetPath	9049247	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_62f165315a026d3da1a0d981ac1bff3c
AP2A1	in-complex-with	GRB2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	HIST3H3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	IQGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	KRT17	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	KRT18	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	KRT7	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	KRT8	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	MPRIP	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	PLEC	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	RACGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	interacts-with	SHC1	NetPath	11302736	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_99f2663e757934d16cd722832f7852c2
AP2A1	in-complex-with	SMU1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2A1	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	AP2S1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	CBLB	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	CD59	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	interacts-with	EGFR	NetPath	12577067	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_add5aed7f8c1bfacad0e9ab82f666998
AP2B1	in-complex-with	EPPK1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	GRB2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	HIST3H3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	IQGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	KRT17	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	KRT18	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	KRT7	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	KRT8	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	MPRIP	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	PLEC	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	RACGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	SMU1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	interacts-with	TGFBR1	NetPath	12429842	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_77e6c2f13d5d1a184b7905e350ae32ff
AP2B1	interacts-with	TGFBR2	NetPath	12429842	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_5dd7ce300dc38042ffff2c1e2237dfcb
AP2B1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2B1	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	CBLB	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	CD59	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	interacts-with	EGFR	NetPath	12577067	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_add5aed7f8c1bfacad0e9ab82f666998
AP2S1	in-complex-with	EPPK1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	GRB2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	HIST3H3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	IQGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	KRT17	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	KRT18	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	KRT7	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	KRT8	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	MPRIP	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	PLEC	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	RACGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	SMU1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
AP2S1	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
APAF1	interacts-with	CASP9	NetPath	10376594	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_184a3e98dbb4d7b03d6b0be05df947dd
APC	in-complex-with	AXIN1	NetPath			http://pathwaycommons.org/pc2/Complex_38cee1f53ea86fb763f9797c7382ccba;http://pathwaycommons.org/pc2/Complex_57a72af571daf0fcbedb2efcd482a4ce
APC	interacts-with	AXIN1	NetPath	10228155	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_fb4f8d2893f848c7d47a621aef6f9b81
APC	interacts-with	AXIN2	NetPath	9554852	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_90d942f5fd83192e6910e5cbc9baf0eb
APC	interacts-with	BTRC	NetPath	10228155	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_09721e7cd78018cf1fc8436824784583
APC	interacts-with	CHRNA7	NetPath	17507554	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_ffad22c0b1e4fb7116d38450d35b01ce
APC	in-complex-with	CTNNB1	NetPath			http://pathwaycommons.org/pc2/Complex_a5a2727acb0aafc846d37d9b2b7e164a;http://pathwaycommons.org/pc2/Complex_66af89787cfda1ae9bf7e047680ca0a9
APC	interacts-with	CTNNB1	NetPath	8628279	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_b32fffcb6962051cd2a086f65aec099e
APC	in-complex-with	GSK3B	NetPath			http://pathwaycommons.org/pc2/Complex_57a72af571daf0fcbedb2efcd482a4ce;http://pathwaycommons.org/pc2/Complex_80dce7558aa4295b255558d3e7939eef
APC	interacts-with	GSK3B	NetPath	10228155;8638126	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7d178e54b6f78feeded119771c7e3816;http://pathwaycommons.org/pc2/MolecularInteraction_b2819bb0a2850bbf5f27ff2101abf5c1
APC	interacts-with	ILK	NetPath	16799642	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_cb1b53405c90cc18e3ab3a1ce71f1450
APC	interacts-with	JUP	NetPath	8628279	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_5f56242c1c8cf554e3c0e254e05e0263
APH1A	in-complex-with	APH1B	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1A	controls-state-change-of	DLL1	NetPath	12551931	Notch	http://pathwaycommons.org/pc2/Catalysis_414306ad6bc9ee3cc09ae5b30a29f67f;http://pathwaycommons.org/pc2/BiochemicalReaction_7c3a9a3fb7146c70cf729161173f9834
APH1A	controls-state-change-of	JAG2	NetPath	12551931	Notch	http://pathwaycommons.org/pc2/Catalysis_ea2d1f31971759918129698eaa9b6d34;http://pathwaycommons.org/pc2/BiochemicalReaction_77499296c6666bbc1ae4594508703f4c
APH1A	in-complex-with	NCSTN	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1A	controls-state-change-of	NOTCH3	NetPath	11518718	Notch	http://pathwaycommons.org/pc2/Catalysis_0981da53898abd516ff8e50751917b34;http://pathwaycommons.org/pc2/BiochemicalReaction_d4a1f5a1f94219c7e52e91a6a60f4175
APH1A	controls-state-change-of	NOTCH4	NetPath	11518718	Notch	http://pathwaycommons.org/pc2/BiochemicalReaction_1867776d30274a497232926a26c4ebd0;http://pathwaycommons.org/pc2/Catalysis_e0eef227cd2dc4baec7f02fdc30a03d3
APH1A	in-complex-with	PSEN1	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1A	in-complex-with	PSEN2	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1A	in-complex-with	PSENEN	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1B	controls-state-change-of	DLL1	NetPath	12551931	Notch	http://pathwaycommons.org/pc2/Catalysis_414306ad6bc9ee3cc09ae5b30a29f67f;http://pathwaycommons.org/pc2/BiochemicalReaction_7c3a9a3fb7146c70cf729161173f9834
APH1B	controls-state-change-of	JAG2	NetPath	12551931	Notch	http://pathwaycommons.org/pc2/Catalysis_ea2d1f31971759918129698eaa9b6d34;http://pathwaycommons.org/pc2/BiochemicalReaction_77499296c6666bbc1ae4594508703f4c
APH1B	in-complex-with	NCSTN	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1B	controls-state-change-of	NOTCH3	NetPath	11518718	Notch	http://pathwaycommons.org/pc2/Catalysis_0981da53898abd516ff8e50751917b34;http://pathwaycommons.org/pc2/BiochemicalReaction_d4a1f5a1f94219c7e52e91a6a60f4175
APH1B	controls-state-change-of	NOTCH4	NetPath	11518718	Notch	http://pathwaycommons.org/pc2/BiochemicalReaction_1867776d30274a497232926a26c4ebd0;http://pathwaycommons.org/pc2/Catalysis_e0eef227cd2dc4baec7f02fdc30a03d3
APH1B	in-complex-with	PSEN1	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1B	in-complex-with	PSEN2	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APH1B	in-complex-with	PSENEN	NetPath			http://pathwaycommons.org/pc2/Complex_de6b9a07418160612db70d0dab19162f;http://pathwaycommons.org/pc2/Complex_952cc6d694547c77eb2c30066b3ec28d;http://pathwaycommons.org/pc2/Complex_ec9b3229cbcab983163b1fb02ab384aa;http://pathwaycommons.org/pc2/Complex_ab82c8602a0be793ebdefa2ce248963e;http://pathwaycommons.org/pc2/Complex_bce59d91ca1c1d50ad8d48355dd36efb;http://pathwaycommons.org/pc2/Complex_d0c7169496bf5c3501e2f86ae9158921;http://pathwaycommons.org/pc2/Complex_9b1b66498df37b0dc5a8a3ba4afe2661
APPL1	interacts-with	AR	NetPath	12621049	AndrogenReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_1f54fa2358e55c7ed36095876889b567
APPL1	interacts-with	FSHR	NetPath	15070827	FSH	http://pathwaycommons.org/pc2/MolecularInteraction_2f451ad92df6077fdc5dade5b50cec2d
APPL1	interacts-with	MTA2	NetPath	15016378	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_63620f82a57a7f21ec6c8e2768f6ff7f
APPL1	interacts-with	RBBP7	NetPath	15016378	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_4c135b871c865821516e59dff4df03f7
APPL2	interacts-with	MTA2	NetPath	15016378	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_29a4501fbafe07cc042921642961a039
APPL2	interacts-with	RBBP7	NetPath	15016378	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_66d7abc09b62bad5d82a57d6d64dc5d0
APP	interacts-with	NUMBL	NetPath	12011466	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_695ec85c62f49bcd311a7620c7924073
APP	interacts-with	NUMB	NetPath	12011466	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_54f46f0445b3c3b1fba7c189cec2219a
ARAF	controls-phosphorylation-of	MAP2K1	NetPath	8621729	EGFR1	http://pathwaycommons.org/pc2/BiochemicalReaction_d4102d8a2a1de248ff9db183446d96f9;http://pathwaycommons.org/pc2/Catalysis_7400698b954806ee2dddb1f9bdd20e0a
