Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
244966.html	P07947	P06241	YES1	FYN	7525	2534	ENST00000314574;ENST00000584307	ENST00000229471 [P06241-3];ENST00000354650 [P06241-1];ENST00000368667 [P06241-1];ENST00000368678 [P06241-2];ENST00000368682 [P06241-2];ENST00000538466 [P06241-2]	physical association	biogrid	12640114	0.3819	1	0.617980582219215	High	Small-scale	hsa04520
262199.html	O95166	O95352	GABARAP	ATG7	11337	10533	ENST00000302386	ENST00000354449 [O95352-1];ENST00000354956 [O95352-2];ENST00000446450 [O95352-3]	direct interaction;physical association;association	intact	11096062;20562859;16303767;25126726;11890701	0.87026	1	0.932877269526919	High	Small-scale	hsa04140
9880.html	P17302	Q07157	GJA1	TJP1	2697	7082	ENST00000282561	ENST00000346128 [Q07157-1];ENST00000545208 [Q07157-2];ENST00000621049	direct interaction;physical association	intact	9707407;16944923	0.68068	0.6	0.639068071491606	High	Small-scale	hsa04540
479621.html	Q13042	Q9UM13	CDC16	ANAPC10	8881	10393	ENST00000252457 [Q13042-2];ENST00000356221 [Q13042-1];ENST00000360383 [Q13042-1];ENST00000375308 [Q13042-4];ENST00000375310 [Q13042-4]	ENST00000309439;ENST00000451299;ENST00000507656;ENST00000613466	physical association;association	intact	20360068;10498862;26496610	0.70434	0.6	0.650079995077529	High	Small-scale	hsa04110
249228.html	Q9GZV9	P21802	FGF23	FGFR2	8074	2263	ENST00000237837	ENST00000346997 [P21802-5];ENST00000356226 [P21802-20];ENST00000357555 [P21802-21];ENST00000358487 [P21802-1];ENST00000359354 [P21802-14];ENST00000360144 [P21802-22];ENST00000369056 [P21802-17];ENST00000369058 [P21802-13];ENST00000369060 [P21802-15];ENST00000369061 [P21802-23];ENST00000457416 [P21802-3]	physical association	intact	25241761	0.3819	1	0.617980582219215	High	High-throughput	hsa04010;hsa04014;hsa04015;hsa04151;hsa05200
274993.html	Q9Y5N6	P33992	ORC6	MCM5	23594	4174	ENST00000219097	ENST00000216122	direct interaction	biogrid	12614612	0.38507	0.6	0.48066828478692	High	Small-scale	hsa04110
291271.html	Q9UKK6	Q9H4D5	NXT1	NXF3	29107	56000	ENST00000254998	ENST00000395065 [Q9H4D5-1]	direct interaction;physical association	intact	16189514;unassigned1304;19060904;25416956;11073998	0.8707	1	0.933113069247238	High	Small-scale	hsa03013
90267.html	Q13255	Q86YM7	GRM1	HOMER1	2911	9456	ENST00000282753 [Q13255-1];ENST00000355289 [Q13255-3];ENST00000361719 [Q13255-1];ENST00000492807 [Q13255-2];ENST00000507907 [Q13255-2]	ENST00000282260 [Q86YM7-2];ENST00000334082 [Q86YM7-1];ENST00000508576 [Q86YM7-3]	direct interaction;physical association	biogrid	9069287;11418862	0.5286	0.6	0.563169601452351	High	Small-scale	hsa04068
343037.html	O14654	P27986	IRS4	PIK3R1	8471	5295	ENST00000372129	ENST00000320694 [P27986-3];ENST00000336483 [P27986-2];ENST00000521381 [P27986-1];ENST00000521657 [P27986-1];ENST00000523872 [P27986-5]	direct interaction;physical association;association	intact	25036637;11912194	0.6044	0.6	0.602195981388119	High	Small-scale	hsa04022;hsa04068;hsa04152;hsa04211;hsa04213;hsa04910;hsa04923;hsa04930
316963.html	Q8N5C8	Q12933	TAB3	TRAF2	257397	7186	ENST00000378930;ENST00000378932;ENST00000378933	ENST00000247668 [Q12933-1]	physical association	biogrid	14633987	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04064
545008.html	Q07157	P57087	TJP1	JAM2	7082	58494	ENST00000346128 [Q07157-1];ENST00000545208 [Q07157-2];ENST00000621049	ENST00000312957 [P57087-2];ENST00000400532 [P57087-3];ENST00000480456 [P57087-1]	direct interaction	biogrid	12953056	0.41838	1	0.646823005156743	High	Small-scale	hsa05120
112712.html	O15111	Q13233	CHUK	MAP3K1	1147	4214	ENST00000370397	ENST00000399503	direct interaction;physical association	biogrid	16286467;9689078;9819420	0.74811	1	0.86493352345715	High	Small-scale	hsa04010
318987.html	Q15303	P46934	ERBB4	NEDD4	2066	4734	ENST00000342788 [Q15303-1];ENST00000436443 [Q15303-3]	ENST00000338963 [P46934-3];ENST00000435532 [P46934-4];ENST00000506154 [P46934-2];ENST00000508342 [P46934-1]	direct interaction;physical association	biogrid	19193720	0.52419	0.6	0.560815477675144	High	Small-scale	hsa04144
452877.html	P36941	Q06643	LTBR	LTB	4055	4050	ENST00000228918 [P36941-1];ENST00000539925 [P36941-2]	ENST00000376117 [Q06643-1];ENST00000383493 [Q06643-1];ENST00000420402 [Q06643-1];ENST00000421268 [Q06643-1];ENST00000429299 [Q06643-1];ENST00000444479 [Q06643-1];ENST00000446745 [Q06643-2];ENST00000456113 [Q06643-1];ENST00000457552 [Q06643-1]	direct interaction	hprd	7916655	0.27808	1	0.527332911925664	High	Small-scale	hsa04060;hsa04064
372616.html	P28702	Q9Y6Q9	RXRB	NCOA3	6257	8202	ENST00000374680 [P28702-1];ENST00000374685 [P28702-3];ENST00000383216 [P28702-3];ENST00000383217 [P28702-1];ENST00000415157 [P28702-1];ENST00000415909 [P28702-1];ENST00000431161 [P28702-3];ENST00000431820 [P28702-1];ENST00000436753 [P28702-1];ENST00000443603 [P28702-3];ENST00000455462 [P28702-3];ENST00000456244 [P28702-3]	ENST00000371997 [Q9Y6Q9-3];ENST00000371998 [Q9Y6Q9-1];ENST00000372004 [Q9Y6Q9-5]	direct interaction	hprd	9267036	0.27808	1	0.527332911925664	High	Small-scale	hsa04919
290201.html	P62491	Q7L804	RAB11A	RAB11FIP2	8766	22841	ENST00000261890 [P62491-1];ENST00000569896 [P62491-2]	ENST00000355624 [Q7L804-1];ENST00000369199 [Q7L804-2]	direct interaction;physical association;association	intact	16734419;17082457;16905101;11481332;11495908;16473632;26496610;11994279;15304524;17156409	0.9531	1	0.976268405716379	High	Small-scale	hsa04144
16273.html	O00548	Q04721	DLL1	NOTCH2	28514	4853	ENST00000366756 [O00548-1];ENST00000616526 [O00548-1]	ENST00000256646	direct interaction;physical association	biogrid	9244302;10958687;11346656	0.73503	0.9	0.813343101034244	High	Small-scale	hsa01522;hsa04330;hsa05224
454118.html	Q13546	O43318	RIPK1	MAP3K7	8737	6885	ENST00000259808 [Q13546-1];ENST00000380409 [Q13546-1]	ENST00000369325 [O43318-3];ENST00000369327 [O43318-4];ENST00000369329 [O43318-1];ENST00000369332 [O43318-2]	physical association	biogrid	18570872;21606198;24434549;16543241	0.76232	1	0.87310938604507	High	Small-scale	hsa04064;hsa04620
330642.html	P61956	P63279	SUMO2	UBE2I	6613	7329	ENST00000314523 [P61956-2];ENST00000420826 [P61956-1]	ENST00000325437;ENST00000355803;ENST00000397514;ENST00000397515;ENST00000403747;ENST00000406620;ENST00000566587	direct interaction;physical association;association	intact	16620772;21949651;24969970;16524884;17491593;26496610;11451954;17938407;22578841;23871147	0.95407	1	0.976765068990492	High	Small-scale	hsa03013
371748.html	Q12834	Q9UJX6	CDC20	ANAPC2	991	29882	ENST00000310955;ENST00000372462	ENST00000323927 [Q9UJX6-1]	physical association;association	intact	20360068;23443559;11438673;16287863;21937719;25306918;26811472;26387737	0.91314	0.6	0.740191867018275	High	Small-scale	hsa04110
365372.html	O75581	P41221	LRP6	WNT5A	4040	7474	ENST00000261349;ENST00000628182	ENST00000264634 [P41221-1];ENST00000474267 [P41221-1];ENST00000497027 [P41221-2]	physical association	biogrid	19910923	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04150;hsa04310;hsa05224
455301.html	Q92793	P84022	CREBBP	SMAD3	1387	4088	ENST00000262367 [Q92793-1];ENST00000382070 [Q92793-2]	ENST00000327367 [P84022-1];ENST00000439724 [P84022-2];ENST00000537194 [P84022-4];ENST00000540846 [P84022-3]	direct interaction;physical association	biogrid	15990875;15750622;19589780;15467747;10497242;15849193;17283070;18003620	0.9306	0.6	0.747234902825075	High	Small-scale	hsa05166
296221.html	P55735	P52948	SEC13	NUP98	6396	4928	ENST00000350697 [P55735-1];ENST00000383801 [P55735-3];ENST00000397109 [P55735-2]	ENST00000324932 [P52948-5];ENST00000355260 [P52948-2];ENST00000359171 [P52948-1];ENST00000397004 [P52948-4];ENST00000397007 [P52948-3]	physical association	biogrid	26186194	0.3819	1	0.617980582219215	High	High-throughput	hsa03013
54519.html	O00327	P56645	ARNTL	PER3	406	8863	ENST00000389707 [O00327-8];ENST00000401424 [O00327-1];ENST00000403290 [O00327-2];ENST00000403482 [O00327-7];ENST00000403510 [O00327-9]	ENST00000361923 [P56645-1];ENST00000377532 [P56645-2];ENST00000613533 [P56645-2]	direct interaction	hprd	14701732	0.27808	1	0.527332911925664	High	Small-scale	hsa04710
189121.html	Q13489	Q12933	BIRC3	TRAF2	330	7186	ENST00000263464;ENST00000532808;ENST00000615299	ENST00000247668 [Q12933-1]	direct interaction;physical association;association	intact	23524849;8643514;25241761;16891304;20562859;8548810;16282325;23543740;19815541;11907583;24464131;20385093;21988832;23007157;9384571;10753917;21331077	0.97288	1	0.986346794996567	High	Small-scale	hsa04668
219261.html	P05412	P45983	JUN	MAPK8	3725	5599	ENST00000371222	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	phosphorylation reaction;direct interaction;physical association	intact	16824735;10419510;13130464;8621542;8001819;9575168;22110360;18957422;18003900;12185592;8137421;20133937;19527717;15590691;11278395;9808624;15677475;10747973;14633987;14517282;12228228;16291755;16533805;16549498;12963725;19270716;15749833;8654373;15299005;16007099;9774977;14701799;17189706;16434970;8846788;17875713;16983342;15894542;18922473;11907583;11108663;11479302;9692890;8586671;17363973;14612408;19910486;10962563;16157600;14572659;10393177;16166642;23816567;15958389;12052834;20732415;22327296;16740711;18429822;12697749	0.99431	0.6	0.772389797964732	High	Small-scale	hsa01522;hsa04010;hsa04012;hsa04210;hsa04380;hsa04510;hsa04620;hsa04621;hsa04658;hsa04659;hsa04668;hsa04722;hsa04912;hsa04932;hsa04933;hsa05120;hsa05132;hsa05133;hsa05142;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169
307720.html	Q9BXW9	O15287	FANCD2	FANCG	2177	2189	ENST00000287647 [Q9BXW9-1];ENST00000383807 [Q9BXW9-2];ENST00000419585 [Q9BXW9-2];ENST00000431693 [Q9BXW9-4]	ENST00000378643	physical association	biogrid	18212739	0.3819	0.55	0.458306665890864	High	Small-scale	hsa03460
516196.html	P49023	Q05397	PXN	PTK2	5829	5747	ENST00000228307 [P49023-1];ENST00000267257 [P49023-3];ENST00000424649 [P49023-2];ENST00000458477 [P49023-4]	ENST00000340930 [Q05397-5];ENST00000395218 [Q05397-7];ENST00000521059 [Q05397-1];ENST00000522684 [Q05397-1]	direct interaction;physical association	intact	11514617;8922390;10980697;9422762;11919182;7561682;22270917;9054445;10330411;21741599;9756887;10455189;10753828;9442086	0.96607	0.6	0.7613422357915	High	Small-scale	hsa04062;hsa04510
56762.html	P61073	O60674	CXCR4	JAK2	7852	3717	ENST00000241393 [P61073-1];ENST00000409817 [P61073-2]	ENST00000381652	direct interaction;physical association	biogrid	10506573	0.46361	0.6	0.527414448038732	High	Small-scale	hsa04062
453731.html	O43524	P53350	FOXO3	PLK1	2309	5347	ENST00000343882 [O43524-1];ENST00000406360 [O43524-1];ENST00000540898 [O43524-2]	ENST00000300093	direct interaction;physical association	biogrid	26280018	0.55755	0.6	0.578385684470147	High	Small-scale	hsa04068
417443.html	P12034	P11362	FGF5	FGFR1	2250	2260	ENST00000312465 [P12034-1];ENST00000456523 [P12034-2]	ENST00000326324 [P11362-14];ENST00000335922 [P11362-20];ENST00000356207 [P11362-3];ENST00000397091 [P11362-7];ENST00000397108 [P11362-7];ENST00000397113 [P11362-7];ENST00000425967 [P11362-21];ENST00000447712 [P11362-1];ENST00000484370 [P11362-15];ENST00000532791 [P11362-2]	direct interaction;physical association	dip	8386828	0.46361	1	0.680889124601062	High	Small-scale	hsa04010;hsa04014;hsa04015;hsa04151;hsa05200;hsa05218;hsa05224
66705.html	P06756	Q658W2	ITGAV	DKFZp666O0110	3685	5747	ENST00000261023 [P06756-1];ENST00000374907 [P06756-2];ENST00000433736 [P06756-3]		direct interaction	hprd	11927607	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04810;hsa05200;hsa05222
385993.html	P19838	O14920	NFKB1	IKBKB	4790	3551	ENST00000226574 [P19838-2];ENST00000394820 [P19838-1];ENST00000505458 [P19838-1];ENST00000600343 [P19838-3]	ENST00000416505 [O14920-4];ENST00000519735 [O14920-3];ENST00000520810 [O14920-1];ENST00000520835 [O14920-2]	direct interaction;physical association	intact	25241761;11158290;10469655;11976329	0.81446	1	0.902474376367551	High	Small-scale	hsa01523;hsa04010;hsa04014;hsa04151;hsa04620;hsa04932;hsa05161;hsa05212;hsa05221
313426.html	P29353	P09619	SHC1	PDGFRB	6464	5159	ENST00000368445 [P29353-1];ENST00000368450 [P29353-2];ENST00000368453 [P29353-7];ENST00000448116 [P29353-6]	ENST00000261799 [P09619-1]	direct interaction;physical association	biogrid	8195171	0.46361	1	0.680889124601062	High	Small-scale	hsa01521;hsa04014;hsa04072;hsa04510;hsa05214
125042.html	P43403	P06239	ZAP70	LCK	7535	3932	ENST00000264972 [P43403-1];ENST00000451498 [P43403-2]	ENST00000333070 [P06239-3];ENST00000336890 [P06239-1];ENST00000619559 [P06239-1]	phosphorylation reaction;physical association;association	intact	16461343;10556826;8798643;10318843;7539035	0.84211	1	0.917665516405624	High	Small-scale	hsa04658;hsa04659;hsa04660
348928.html	Q9Y3F4	Q9UHI6	STRAP	DDX20	11171	11218	ENST00000025399 [Q9Y3F4-2];ENST00000419869 [Q9Y3F4-1]	ENST00000369702 [Q9UHI6-1];ENST00000533164 [Q9UHI6-2]	physical association;association	intact	26496610	0.47806	0.6	0.535570723621073	High	High-throughput	hsa03013
388584.html	Q9Y6K9	Q9UDY8	IKBKG	MALT1	8517	10892	ENST00000594239 [Q9Y6K9-1];ENST00000611071 [Q9Y6K9-1];ENST00000611176 [Q9Y6K9-3];ENST00000618670 [Q9Y6K9-2]	ENST00000345724 [Q9UDY8-2];ENST00000348428 [Q9UDY8-1]	direct interaction;physical association	intact	18931663;19494296;27070702;25748427;17948050	0.84468	0.6	0.71190448797574	High	Small-scale	hsa04660;hsa04662
372858.html	Q13671	Q59FK4	RIN1		9610	25	ENST00000311320 [Q13671-1]		direct interaction	hprd	15886098;9144171	0.40393	0.5	0.449405162409156	High	Small-scale	hsa04014
281263.html	Q14790	P55210	CASP8	CASP7	841	840	ENST00000264274 [Q14790-3];ENST00000264275 [Q14790-4];ENST00000323492 [Q14790-2];ENST00000358485 [Q14790-9];ENST00000392258 [Q14790-5];ENST00000392263 [Q14790-2];ENST00000432109 [Q14790-1]	ENST00000345633 [P55210-1];ENST00000369315 [P55210-1];ENST00000369318 [P55210-1];ENST00000369331 [P55210-2];ENST00000452490 [P55210-4];ENST00000614447 [P55210-2];ENST00000621345 [P55210-1];ENST00000621607 [P55210-3]	direct interaction	biogrid	8962078;11832478	0.60481	0.6	0.602400199203154	High	Small-scale	hsa04210;hsa04668
473988.html	Q13671	P01112	RIN1	HRAS	9610	3265	ENST00000311320 [Q13671-1]	ENST00000311189 [P01112-1];ENST00000397594 [P01112-2];ENST00000397596 [P01112-1];ENST00000417302 [P01112-2];ENST00000451590 [P01112-1];ENST00000493230 [P01112-2];ENST00000610977 [P01112-1];ENST00000615062 [P01112-1];ENST00000616241 [P01112-2];ENST00000631404 [P01112-1];ENST00000631967 [P01112-2];ENST00000634098 [P01112-2]	direct interaction;physical association;association	intact	24441586;15886098;9144171;15031288;7862125	0.88476	1	0.940616818901299	High	Small-scale	hsa04014
2971.html	Q8WTW4	Q7L523	NPRL2	RRAGA	10641	10670	ENST00000232501 [Q8WTW4-1]	ENST00000380527	physical association	biogrid	25936802	0.3819	0.55	0.458306665890864	High	Small-scale	hsa04150
119636.html	Q6FI13	Q13547	HIST2H2AA3; HIST2H2AA4	HDAC1	723790;8337	3065	ENST00000369159;ENST00000607355	ENST00000373548	physical association	biogrid	21179169	0.3819	0.6	0.478685700642917	High	Small-scale	hsa05034
476647.html	P20700	P55212	LMNB1	CASP6	4001	839	ENST00000261366	ENST00000265164 [P55212-1];ENST00000352981 [P55212-2]	direct interaction	hprd	11331782;11901153	0.40393	0.6	0.492298689821535	High	Small-scale	hsa04210
60224.html	P46109	O00459	CRKL	PIK3R2	1399	5296	ENST00000354336;ENST00000411769	ENST00000222254;ENST00000617130	direct interaction;physical association	biogrid	11553620;9092574	0.64993	1	0.806182361503897	High	Small-scale	hsa05200;hsa05220
56653.html	Q96P20	P07900	NLRP3	HSP90AA1	114548	3320	ENST00000336119 [Q96P20-1];ENST00000348069 [Q96P20-2];ENST00000366496 [Q96P20-5];ENST00000366497 [Q96P20-5];ENST00000391827 [Q96P20-4];ENST00000391828 [Q96P20-1]	ENST00000216281 [P07900-1];ENST00000334701 [P07900-2]	physical association	biogrid	17435760	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04621
453501.html	O60674	Q5VWK5	JAK2	IL23R	3717	149233	ENST00000381652	ENST00000347310 [Q5VWK5-1];ENST00000395227 [Q5VWK5-7];ENST00000425614 [Q5VWK5-6]	direct interaction	hprd	12023369	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04630
85090.html	P54756	P52797	EPHA5	EFNA3	2044	1944	ENST00000273854 [P54756-1];ENST00000354839 [P54756-2]	ENST00000368408 [P52797-1]	direct interaction	hprd	10516308	0.27808	1	0.527332911925664	High	Small-scale	hsa04360
186537.html	Q13546	Q9Y572	RIPK1	RIPK3	8737	11035	ENST00000259808 [Q13546-1];ENST00000380409 [Q13546-1]	ENST00000216274 [Q9Y572-1];ENST00000554756 [Q9Y572-3]	phosphorylation reaction;direct interaction;physical association;association	intact	26559832;22864571;22817896;25882049;24098568;21903422;19524512;22265413;10339433;19524513;22265414	0.96882	1	0.984286543644685	High	Small-scale	hsa04668
428822.html	P05026	O00168	ATP1B1	FXYD1	481	5348	ENST00000367815 [P05026-1];ENST00000367816 [P05026-1]	ENST00000351325;ENST00000455515;ENST00000588081;ENST00000588607;ENST00000588715;ENST00000589209;ENST00000612146	direct interaction;physical association	biogrid	14597563	0.46361	0.9	0.645948140333262	High	Small-scale	hsa04024
203546.html	P02775	P25025	PPBP	CXCR2	5473	3579	ENST00000296028	ENST00000318507	direct interaction;physical association	dip	8702798;8195702;8550564	0.63146	1	0.794644574636988	High	Small-scale	hsa04060;hsa04062
199695.html	O15394	P04156	NCAM2	PRNP	4685	5621	ENST00000400546 [O15394-1]	ENST00000379440 [P04156-1];ENST00000430350 [P04156-1]	direct interaction	hprd	15146195	0.27808	0.6	0.408470317159032	High	Small-scale	hsa05020
263993.html	Q16619	P42702	CTF1	LIFR	1489	3977	ENST00000279804 [Q16619-1];ENST00000395019 [Q16619-2]	ENST00000263409 [P42702-1];ENST00000453190 [P42702-1]	direct interaction	hprd	11834704	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04060;hsa04630
321747.html	P16333	P00533	NCK1	EGFR	4690	1956	ENST00000288986 [P16333-1];ENST00000469404 [P16333-2];ENST00000481752 [P16333-1]	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	direct interaction;physical association	intact	16273093;8662998;10026169;24658140;9362449;25402006;1333047	0.91981	1	0.959067255201636	High	Small-scale	hsa04012
327739.html	P12931	P04626	SRC	ERBB2	6714	2064	ENST00000358208 [P12931-1];ENST00000373558 [P12931-2];ENST00000373567 [P12931-1];ENST00000373578 [P12931-1]	ENST00000269571 [P04626-1];ENST00000406381 [P04626-5];ENST00000541774 [P04626-4];ENST00000584601 [P04626-5]	direct interaction;physical association;association	intact	19372587;7542762;21075308;11940572;17875712	0.8466	1	0.920108689231875	High	Small-scale	hsa01521
348188.html	Q9BPU6	Q16555	DPYSL5	DPYSL2	56896	1808	ENST00000288699;ENST00000401478;ENST00000614712	ENST00000311151 [Q16555-1];ENST00000523027 [Q16555-2]	direct interaction;physical association	intact	10956643;unassigned1304;25416956	0.72846	1	0.853498681897049	High	Small-scale	hsa04360
428614.html	Q05655	P35568	PRKCD	IRS1	5580	3667	ENST00000330452 [Q05655-1];ENST00000394729 [Q05655-1]	ENST00000305123	direct interaction;physical association	biogrid	12031982;15516986;15364919	0.69388	1	0.832994597821619	High	Small-scale	hsa04930;hsa04931
275964.html	P62993	Q9Y4H2	GRB2	IRS2	2885	8660	ENST00000316615 [P62993-2];ENST00000316804 [P62993-1];ENST00000392562 [P62993-1];ENST00000392563 [P62993-2];ENST00000392564 [P62993-1]	ENST00000375856	direct interaction;physical association;association	intact	21706016;22974441	0.60653	1	0.778800359527395	High	Small-scale	hsa04910
46148.html	Q9UM47	Q9Y219	NOTCH3	JAG2	4854	3714	ENST00000263388	ENST00000331782 [Q9Y219-1];ENST00000347004 [Q9Y219-2]	direct interaction	biogrid	11006133	0.41838	1	0.646823005156743	High	Small-scale	hsa01522;hsa04330;hsa05224
420746.html	O43318	Q9Y478	MAP3K7	PRKAB1	6885	5564	ENST00000369325 [O43318-3];ENST00000369327 [O43318-4];ENST00000369329 [O43318-1];ENST00000369332 [O43318-2]	ENST00000229328;ENST00000541640	direct interaction	biogrid	20538596	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04152
276204.html	Q99683	O14733	MAP3K5	MAP2K7	4217	5609	ENST00000359015 [Q99683-1]	ENST00000397979 [O14733-1];ENST00000397981 [O14733-4];ENST00000397983 [O14733-3]	direct interaction;physical association	intact	11959862;17110930	0.61657	1	0.785219714474872	High	Small-scale	hsa04141;hsa04668;hsa04722
