#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-300173	intact:EBI-3922283	uniprotkb:P05107	uniprotkb:Q9UBP9	psi-mi:itb2_human|psi-mi:ITGB2|uniprotkb:Q16418|uniprotkb:B3KTS8|uniprotkb:Q53HS5|uniprotkb:Q9UD72|uniprotkb:D3DSM1|uniprotkb:ITGB2|uniprotkb:CD18|uniprotkb:Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta|uniprotkb:Complement receptor C3 subunit beta|uniprotkb:MFI7	psi-mi:gulp1_human|psi-mi:GULP1|uniprotkb:Q9BVL3|uniprotkb:B2RB51|uniprotkb:Q53RF3|uniprotkb:Q53PC1|uniprotkb:D3DPH1|uniprotkb:B8ZZ72|uniprotkb:B4DQ40|uniprotkb:E9PB86|uniprotkb:GULP1|uniprotkb:CED6|uniprotkb:GULP|uniprotkb:Cell death protein 6 homolog|uniprotkb:PTB domain adapter protein CED-6|uniprotkb:Protein GULP	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8610927	intact-miscore:0.43887317
intact:EBI-7358493	intact:EBI-702932	uniprotkb:O14924	uniprotkb:P26010	psi-mi:rgs12_human|psi-mi:RGS12|uniprotkb:B7Z764|uniprotkb:B1AQ31|uniprotkb:O14923|uniprotkb:B1AQ32|uniprotkb:O14922|uniprotkb:O75338|uniprotkb:O43510|uniprotkb:B1AQ30|uniprotkb:E7EMN9|uniprotkb:Q147X0|uniprotkb:Q8WX95|uniprotkb:RGS12|intact:MINT-154790	psi-mi:itb7_human|psi-mi:ITGB7|uniprotkb:Q9UCP7|uniprotkb:Q9UCS7|uniprotkb:Gut homing receptor beta subunit|uniprotkb:ITGB7	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8610993	intact-miscore:0.43887317
intact:EBI-3895976	intact:EBI-300173	uniprotkb:Q9QZS3	uniprotkb:P05107	psi-mi:numb_mouse|psi-mi:Numb|uniprotkb:P70422|uniprotkb:Q8CIB1|uniprotkb:Q9DC57|uniprotkb:Q9QZR1|uniprotkb:Q9QZS4|uniprotkb:Numb	psi-mi:itb2_human|psi-mi:ITGB2|uniprotkb:Q16418|uniprotkb:B3KTS8|uniprotkb:Q53HS5|uniprotkb:Q9UD72|uniprotkb:D3DSM1|uniprotkb:ITGB2|uniprotkb:CD18|uniprotkb:Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta|uniprotkb:Complement receptor C3 subunit beta|uniprotkb:MFI7	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8611039	intact-miscore:0.40116468
intact:EBI-7358493	intact:EBI-703066	uniprotkb:O14924	uniprotkb:P05556	psi-mi:rgs12_human|psi-mi:RGS12|uniprotkb:B7Z764|uniprotkb:B1AQ31|uniprotkb:O14923|uniprotkb:B1AQ32|uniprotkb:O14922|uniprotkb:O75338|uniprotkb:O43510|uniprotkb:B1AQ30|uniprotkb:E7EMN9|uniprotkb:Q147X0|uniprotkb:Q8WX95|uniprotkb:RGS12|intact:MINT-154790	psi-mi:itb1_human|psi-mi:ITGB1|uniprotkb:Q7Z3V1|uniprotkb:Q8WUM6|uniprotkb:P78466|uniprotkb:P78467|uniprotkb:Q13089|uniprotkb:Q13090|uniprotkb:Q13091|uniprotkb:Q13212|uniprotkb:Q14622|uniprotkb:Q14647|uniprotkb:A8K6N2|uniprotkb:Q29RW2|uniprotkb:D3DRX9|uniprotkb:D3DRY3|uniprotkb:D3DRY4|uniprotkb:D3DRY5|uniprotkb:Fibronectin receptor subunit beta|uniprotkb:VLA-4 subunit beta|uniprotkb:ITGB1|uniprotkb:FNRB|uniprotkb:MDF2|uniprotkb:MSK12|uniprotkb:Glycoprotein IIa|intact:EBI-4289597	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8611840	intact-miscore:0.43887317
intact:EBI-78404	intact:EBI-300173	uniprotkb:Q9UQF2	uniprotkb:P05107	psi-mi:jip1_human|psi-mi:MAPK8IP1|uniprotkb:O43407|uniprotkb:D3DQP4|uniprotkb:MAPK8IP1|uniprotkb:IB1|uniprotkb:JIP1|uniprotkb:PRKM8IP|uniprotkb:JNK MAP kinase scaffold protein 1|uniprotkb:Islet-brain 1|uniprotkb:Mitogen-activated protein kinase 8-interacting protein 1	psi-mi:itb2_human|psi-mi:ITGB2|uniprotkb:Q16418|uniprotkb:B3KTS8|uniprotkb:Q53HS5|uniprotkb:Q9UD72|uniprotkb:D3DSM1|uniprotkb:ITGB2|uniprotkb:CD18|uniprotkb:Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta|uniprotkb:Complement receptor C3 subunit beta|uniprotkb:MFI7	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8612270	intact-miscore:0.43887317
intact:EBI-78404	intact:EBI-702932	uniprotkb:Q9UQF2	uniprotkb:P26010	psi-mi:jip1_human|psi-mi:MAPK8IP1|uniprotkb:O43407|uniprotkb:D3DQP4|uniprotkb:MAPK8IP1|uniprotkb:IB1|uniprotkb:JIP1|uniprotkb:PRKM8IP|uniprotkb:JNK MAP kinase scaffold protein 1|uniprotkb:Islet-brain 1|uniprotkb:Mitogen-activated protein kinase 8-interacting protein 1	psi-mi:itb7_human|psi-mi:ITGB7|uniprotkb:Q9UCP7|uniprotkb:Q9UCS7|uniprotkb:Gut homing receptor beta subunit|uniprotkb:ITGB7	psi-mi:"MI:0096"(pull down)	Calderwood et al. (2003)	mint:MINT-5216162|pubmed:12606711	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8612319	intact-miscore:0.43887317
intact:EBI-389728	intact:EBI-308629	uniprotkb:P25208	uniprotkb:P56524	psi-mi:nfyb_human|psi-mi:NFYB|uniprotkb:Q96IY8|uniprotkb:A8K7B9|uniprotkb:NFYB|uniprotkb:HAP3|uniprotkb:Nuclear transcription factor Y subunit B|uniprotkb:CAAT box DNA-binding protein subunit B	psi-mi:hdac4_human|psi-mi:HDAC4|uniprotkb:Q9UND6|uniprotkb:E9PGB9|uniprotkb:F5GX36|uniprotkb:Q86YH7|uniprotkb:HDAC4|uniprotkb:KIAA0288	psi-mi:"MI:0416"(fluorescence microscopy)	Borghi et al. (2001)	pubmed:11792813|mint:MINT-5215014	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8075377	intact-miscore:0.2677602
intact:EBI-7087472	intact:EBI-7580837	uniprotkb:B2RU80	uniprotkb:O88792	psi-mi:ptprb_mouse|psi-mi:Ptprb|uniprotkb:Q3UGZ7|uniprotkb:Q8CIW2|uniprotkb:Ptprb|uniprotkb:Vascular endothelial protein tyrosine phosphatase|intact:MINT-247274|intact:MINT-8298798	psi-mi:jam1_mouse|psi-mi:F11r|uniprotkb:Q8VC39|uniprotkb:F11r|uniprotkb:Jam1|uniprotkb:Jcam|uniprotkb:Jcam1|uniprotkb:Junctional adhesion molecule 1|intact:MINT-247376|intact:MINT-4119377	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nawroth et al. (2002)	mint:MINT-5215744|pubmed:12234928	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8530314	intact-miscore:0.40116468
intact:EBI-7087472	intact:EBI-491549	uniprotkb:B2RU80	uniprotkb:P35222	psi-mi:ptprb_mouse|psi-mi:Ptprb|uniprotkb:Q3UGZ7|uniprotkb:Q8CIW2|uniprotkb:Ptprb|uniprotkb:Vascular endothelial protein tyrosine phosphatase|intact:MINT-247274|intact:MINT-8298798	psi-mi:ctnb1_human|psi-mi:CTNNB1|uniprotkb:Q8NEW9|uniprotkb:Q8NI94|uniprotkb:Q9H391|uniprotkb:A8K1L7|uniprotkb:Beta-catenin|uniprotkb:OK/SW-cl.35|uniprotkb:PRO2286|uniprotkb:CTNNB1|uniprotkb:CTNNB|intact:EBI-491563|dip:DIP-122N	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Nawroth et al. (2002)	mint:MINT-5215744|pubmed:12234928	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8530299	intact-miscore:0.40116468
intact:EBI-371805	intact:EBI-360006	uniprotkb:Q9C7F8	uniprotkb:Q9LDC0	psi-mi:ab13b_arath|psi-mi:ABCB13|uniprotkb:ABCB13|uniprotkb:P-glycoprotein 13|uniprotkb:At1g27940|uniprotkb:PGP13|uniprotkb:F13K9.5|uniprotkb:MDR15|uniprotkb:Putative multidrug resistance protein 15	psi-mi:fkb42_arath|psi-mi:FKBP42|uniprotkb:Q8RWM0|uniprotkb:FKBP42|uniprotkb:TWD1|uniprotkb:UCU2|uniprotkb:MIL23.21|uniprotkb:At3g21640|uniprotkb:Protein TWISTED DWARF 1|uniprotkb:Protein ULTRACURVATA 2|uniprotkb:Rotamase|uniprotkb:42 kDa peptidyl-prolyl isomerase|uniprotkb:FK506-binding protein 42|uniprotkb:Immunophilin FKBP42	psi-mi:"MI:0018"(two hybrid)	Geisler et al. (2003)	pubmed:14517332|mint:MINT-5216740	taxid:3702(arath)	taxid:3702(arath)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-360090	intact-miscore:0.36784992
intact:EBI-961214	intact:EBI-636085	uniprotkb:P20701	uniprotkb:Q96S59	psi-mi:ital_human|psi-mi:ITGAL|uniprotkb:O43746|uniprotkb:Q45H73|uniprotkb:Q9UBC8|uniprotkb:Q96HB1|uniprotkb:ITGAL|uniprotkb:CD11A|uniprotkb:Leukocyte adhesion glycoprotein LFA-1 alpha chain|uniprotkb:Leukocyte function-associated molecule 1 alpha chain|uniprotkb:CD11 antigen-like family member A|intact:EBI-3962403	psi-mi:ranb9_human|psi-mi:RANBP9|uniprotkb:A0PJA2|uniprotkb:O94764|uniprotkb:Q6P3T7|uniprotkb:Q7LBR2|uniprotkb:Q7Z7F9|uniprotkb:B2R8E1|uniprotkb:RanBP7|uniprotkb:Ran-binding protein M|uniprotkb:BPM90|uniprotkb:BPM-L|uniprotkb:RANBP9|uniprotkb:RANBPM	psi-mi:"MI:0096"(pull down)	Denti et al. (2004)	pubmed:14722085|mint:MINT-5216861	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7086968	intact-miscore:0.43887317
intact:EBI-7484574	intact:EBI-644195	uniprotkb:P97814	uniprotkb:P70315	psi-mi:ppip1_mouse|psi-mi:Pstpip1|uniprotkb:Q4V9R4|uniprotkb:Pstpip1|intact:MINT-444743	psi-mi:wasp_mouse|psi-mi:Was|uniprotkb:Was|uniprotkb:Wasp	psi-mi:"MI:0096"(pull down)	Wu et al. (1998)	pubmed:9488710|mint:MINT-6547635	taxid:10090(mouse)	taxid:10090(mouse)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8678747	intact-miscore:0.40116468
intact:EBI-411625	intact:EBI-20475	uniprotkb:P25604	uniprotkb:P52917	psi-mi:stp22_yeast|psi-mi:STP22|uniprotkb:D6VR04|uniprotkb:P87010|uniprotkb:P87279|uniprotkb:Q86ZT3|uniprotkb:Q8NIM6|uniprotkb:STP22|uniprotkb:VPS23|uniprotkb:YCL008C|uniprotkb:YCL8C|uniprotkb:Vacuolar protein sorting-associated protein 23|uniprotkb:ESCRT-I complex subunit VPS23	psi-mi:vps4_yeast|psi-mi:VPS4|uniprotkb:D6W4H4|uniprotkb:VPS4|uniprotkb:CSC1|uniprotkb:END13|uniprotkb:GRD13|uniprotkb:DID6|uniprotkb:Protein END13|uniprotkb:DOA4-independent degradation protein 6|uniprotkb:Vacuolar protein-targeting protein 10|uniprotkb:VPL4|uniprotkb:VPT10|uniprotkb:P9705.10|uniprotkb:YPR173C	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Babst et al. (2000)	pubmed:11208108|mint:MINT-5213557|doi:10.1034/j.1600-0854.2000.010307	taxid:559292(yeast)	taxid:559292(yeast)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7769688	intact-miscore:0.40116468
intact:EBI-7769798	intact:EBI-411625	uniprotkb:Q9P7F7	uniprotkb:P25604	psi-mi:snf7_schpo|psi-mi:snf7|uniprotkb:snf7|uniprotkb:vps32|uniprotkb:SPAC1142.07c|uniprotkb:Vacuolar protein-sorting-associated protein 32|intact:MINT-468312	psi-mi:stp22_yeast|psi-mi:STP22|uniprotkb:D6VR04|uniprotkb:P87010|uniprotkb:P87279|uniprotkb:Q86ZT3|uniprotkb:Q8NIM6|uniprotkb:STP22|uniprotkb:VPS23|uniprotkb:YCL008C|uniprotkb:YCL8C|uniprotkb:Vacuolar protein sorting-associated protein 23|uniprotkb:ESCRT-I complex subunit VPS23	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Babst et al. (2000)	pubmed:11208108|mint:MINT-5213557|doi:10.1034/j.1600-0854.2000.010307	taxid:284812(schpo)	taxid:559292(yeast)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7769793	intact-miscore:0.40116468
intact:EBI-411625	intact:EBI-26653	uniprotkb:P25604	uniprotkb:P36095	psi-mi:stp22_yeast|psi-mi:STP22|uniprotkb:D6VR04|uniprotkb:P87010|uniprotkb:P87279|uniprotkb:Q86ZT3|uniprotkb:Q8NIM6|uniprotkb:STP22|uniprotkb:VPS23|uniprotkb:YCL008C|uniprotkb:YCL8C|uniprotkb:Vacuolar protein sorting-associated protein 23|uniprotkb:ESCRT-I complex subunit VPS23	psi-mi:vps24_yeast|psi-mi:VPS24|uniprotkb:D6VXP5|uniprotkb:YKL041W|uniprotkb:YKL254|uniprotkb:VPS24|uniprotkb:DID3|uniprotkb:DOA4-independent degradation protein 3|uniprotkb:ESCRT-III complex subunit VPS24	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Babst et al. (2000)	pubmed:11208108|mint:MINT-5213557|doi:10.1034/j.1600-0854.2000.010307	taxid:559292(yeast)	taxid:559292(yeast)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7769729	intact-miscore:0.40116468
intact:EBI-522090	intact:EBI-591327	uniprotkb:P02299	uniprotkb:P20659	psi-mi:h3_drome|psi-mi:His3|psi-mi:"His3:CG31613"|psi-mi:"His3:CG33857"|psi-mi:"His3:CG33860"|psi-mi:"His3:CG33863"|psi-mi:"His3:CG33866"|psi-mi:"His3:CG33803"|psi-mi:"His3:CG33806"|psi-mi:"His3:CG33809"|psi-mi:"His3:CG33812"|psi-mi:"His3:CG33815"|psi-mi:"His3:CG33818"|psi-mi:"His3:CG33821"|psi-mi:"His3:CG33824"|psi-mi:"His3:CG33827"|psi-mi:"His3:CG33830"|psi-mi:"His3:CG33833"|psi-mi:"His3:CG33836"|psi-mi:"His3:CG33839"|psi-mi:"His3:CG33842"|psi-mi:"His3:CG33845"|psi-mi:"His3:CG33848"|psi-mi:"His3:CG33851"|psi-mi:"His3:CG33854"|uniprotkb:Q4ABE4|uniprotkb:His3|uniprotkb:"His3:CG31613"|uniprotkb:"His3:CG33857"|uniprotkb:"His3:CG33860"|uniprotkb:"His3:CG33863"|uniprotkb:"His3:CG33866"|uniprotkb:CG31613|uniprotkb:CG33803|uniprotkb:CG33806|uniprotkb:CG33809|uniprotkb:CG33812|uniprotkb:CG33815|uniprotkb:CG33818|uniprotkb:CG33821|uniprotkb:CG33824|uniprotkb:CG33827|uniprotkb:CG33830|uniprotkb:CG33833|uniprotkb:CG33836|uniprotkb:CG33839|uniprotkb:CG33842|uniprotkb:CG33845|uniprotkb:CG33848|uniprotkb:CG33851|uniprotkb:CG33854|uniprotkb:CG33857|uniprotkb:CG33860|uniprotkb:CG33863|uniprotkb:CG33866|uniprotkb:"His3:CG33803"|uniprotkb:"His3:CG33806"|uniprotkb:"His3:CG33809"|uniprotkb:"His3:CG33812"|uniprotkb:"His3:CG33815"|uniprotkb:"His3:CG33818"|uniprotkb:"His3:CG33821"|uniprotkb:"His3:CG33824"|uniprotkb:"His3:CG33827"|uniprotkb:"His3:CG33830"|uniprotkb:"His3:CG33833"|uniprotkb:"His3:CG33836"|uniprotkb:"His3:CG33839"|uniprotkb:"His3:CG33842"|uniprotkb:"His3:CG33845"|uniprotkb:"His3:CG33848"|uniprotkb:"His3:CG33851"|uniprotkb:"His3:CG33854"	psi-mi:trx_drome|psi-mi:trx|uniprotkb:Q27255|uniprotkb:Q27327|uniprotkb:Q8INF9|uniprotkb:Q960R2|uniprotkb:Q9VFL1|uniprotkb:A4V2V9|uniprotkb:A4V2W0|uniprotkb:KMT2A|uniprotkb:Lysine N-methyltransferase 2A|uniprotkb:trx|uniprotkb:CG8651|intact:EBI-9922180|intact:EBI-9933604|intact:EBI-3404288|intact:EBI-3417031	psi-mi:"MI:0045"(experimental interaction detection)	Czermin et al. (2002)	pubmed:12408863|mint:MINT-5215869	taxid:7227(drome)	taxid:7227(drome)	psi-mi:"MI:0213"(methylation reaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8553781|intact:EBI-8553847	intact-miscore:0.30991724
intact:EBI-112315	intact:EBI-522090	uniprotkb:P42124	uniprotkb:P02299	psi-mi:ez_drome|psi-mi:"E(z)"|uniprotkb:Q9VTA3|uniprotkb:B7Z0G2|uniprotkb:KMT6|uniprotkb:"E(z)"|uniprotkb:CG6502|uniprotkb:Protein enhancer of zeste|uniprotkb:Lysine N-methyltransferase 6	psi-mi:h3_drome|psi-mi:His3|psi-mi:"His3:CG31613"|psi-mi:"His3:CG33857"|psi-mi:"His3:CG33860"|psi-mi:"His3:CG33863"|psi-mi:"His3:CG33866"|psi-mi:"His3:CG33803"|psi-mi:"His3:CG33806"|psi-mi:"His3:CG33809"|psi-mi:"His3:CG33812"|psi-mi:"His3:CG33815"|psi-mi:"His3:CG33818"|psi-mi:"His3:CG33821"|psi-mi:"His3:CG33824"|psi-mi:"His3:CG33827"|psi-mi:"His3:CG33830"|psi-mi:"His3:CG33833"|psi-mi:"His3:CG33836"|psi-mi:"His3:CG33839"|psi-mi:"His3:CG33842"|psi-mi:"His3:CG33845"|psi-mi:"His3:CG33848"|psi-mi:"His3:CG33851"|psi-mi:"His3:CG33854"|uniprotkb:Q4ABE4|uniprotkb:His3|uniprotkb:"His3:CG31613"|uniprotkb:"His3:CG33857"|uniprotkb:"His3:CG33860"|uniprotkb:"His3:CG33863"|uniprotkb:"His3:CG33866"|uniprotkb:CG31613|uniprotkb:CG33803|uniprotkb:CG33806|uniprotkb:CG33809|uniprotkb:CG33812|uniprotkb:CG33815|uniprotkb:CG33818|uniprotkb:CG33821|uniprotkb:CG33824|uniprotkb:CG33827|uniprotkb:CG33830|uniprotkb:CG33833|uniprotkb:CG33836|uniprotkb:CG33839|uniprotkb:CG33842|uniprotkb:CG33845|uniprotkb:CG33848|uniprotkb:CG33851|uniprotkb:CG33854|uniprotkb:CG33857|uniprotkb:CG33860|uniprotkb:CG33863|uniprotkb:CG33866|uniprotkb:"His3:CG33803"|uniprotkb:"His3:CG33806"|uniprotkb:"His3:CG33809"|uniprotkb:"His3:CG33812"|uniprotkb:"His3:CG33815"|uniprotkb:"His3:CG33818"|uniprotkb:"His3:CG33821"|uniprotkb:"His3:CG33824"|uniprotkb:"His3:CG33827"|uniprotkb:"His3:CG33830"|uniprotkb:"His3:CG33833"|uniprotkb:"His3:CG33836"|uniprotkb:"His3:CG33839"|uniprotkb:"His3:CG33842"|uniprotkb:"His3:CG33845"|uniprotkb:"His3:CG33848"|uniprotkb:"His3:CG33851"|uniprotkb:"His3:CG33854"	psi-mi:"MI:0045"(experimental interaction detection)	Czermin et al. (2002)	pubmed:12408863|mint:MINT-5215869	taxid:7227(drome)	taxid:7227(drome)	psi-mi:"MI:0213"(methylation reaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8553761	intact-miscore:0.30991724
intact:EBI-350145	intact:EBI-515315	uniprotkb:P01112	uniprotkb:P06241	psi-mi:rash_human|psi-mi:HRAS|uniprotkb:Q9BR65|uniprotkb:Q14080|uniprotkb:Q6FHV9|uniprotkb:B5BUA0|uniprotkb:Q9UCE2|uniprotkb:HRAS|uniprotkb:HRAS1|uniprotkb:Transforming protein p21|uniprotkb:p21ras|uniprotkb:H-Ras-1|uniprotkb:c-H-ras|uniprotkb:Ha-Ras|dip:DIP-1050N	psi-mi:fyn_human|psi-mi:FYN|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|uniprotkb:E1P557|uniprotkb:H0UI48|uniprotkb:p59-Fyn|uniprotkb:Proto-oncogene c-Fyn|uniprotkb:Src-like kinase|uniprotkb:FYN|uniprotkb:Proto-oncogene Syn|intact:EBI-2561531	psi-mi:"MI:0096"(pull down)	Thornton et al. (2003)	mint:MINT-5216326|pubmed:12695509	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8633243	intact-miscore:0.43887317
intact:EBI-448466	intact:EBI-487391	uniprotkb:Q8N2H9-1	uniprotkb:P51617-2	psi-mi:q8n2h9-1|psi-mi:PELI3|uniprotkb:PELI3|uniprotkb:RING-type E3 ubiquitin transferase pellino homolog 3|uniprotkb:A|uniprotkb:Alpha	psi-mi:p51617-2|psi-mi:IRAK1|uniprotkb:b|uniprotkb:IRAK1|uniprotkb:IRAK	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jensen et al. (2003)	pubmed:12874243	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-969296	intact-miscore:0.40116468
intact:EBI-473160	intact:EBI-307556	uniprotkb:Q8N2W9	uniprotkb:Q6Q0C0	psi-mi:pias4_human|psi-mi:PIAS4|uniprotkb:O75926|uniprotkb:Q96G19|uniprotkb:Q9UN16|uniprotkb:Protein inhibitor of activated STAT protein gamma|uniprotkb:PIASy|uniprotkb:PIAS4|uniprotkb:PIASG|uniprotkb:Protein inhibitor of activated STAT protein 4|uniprotkb:RING-type E3 ubiquitin transferase PIAS4	psi-mi:traf7_human|psi-mi:TRAF7|uniprotkb:Q9H073|uniprotkb:TRAF7|uniprotkb:TNF receptor-associated factor 7|uniprotkb:RING finger and WD repeat-containing protein 1|uniprotkb:RING finger protein 119|uniprotkb:RFWD1|uniprotkb:RNF119|uniprotkb:RING-type E3 ubiquitin transferase TRAF7	psi-mi:"MI:0019"(coimmunoprecipitation)	Zhang et al. (2004)	pubmed:15251447|mint:MINT-5217111	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7275870	intact-miscore:0.40116468
intact:EBI-515315	intact:EBI-518228	uniprotkb:P06241	uniprotkb:P22681	psi-mi:fyn_human|psi-mi:FYN|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|uniprotkb:E1P557|uniprotkb:H0UI48|uniprotkb:p59-Fyn|uniprotkb:Proto-oncogene c-Fyn|uniprotkb:Src-like kinase|uniprotkb:FYN|uniprotkb:Proto-oncogene Syn|intact:EBI-2561531	psi-mi:cbl_human|psi-mi:CBL|uniprotkb:A3KMP8|uniprotkb:Signal transduction protein CBL|uniprotkb:Proto-oncogene c-Cbl|uniprotkb:Casitas B-lineage lymphoma proto-oncogene|uniprotkb:RING finger protein 55|uniprotkb:CBL|uniprotkb:CBL2|uniprotkb:RNF55|uniprotkb:RING-type E3 ubiquitin transferase CBL	psi-mi:"MI:0096"(pull down)	Lin et al. (1998)	pubmed:9677430|mint:MINT-6548030	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8678230	intact-miscore:0.40116468
intact:EBI-3912464	intact:EBI-515315	uniprotkb:P06729	uniprotkb:P06241	psi-mi:cd2_human|psi-mi:CD2|uniprotkb:Q96TE5|uniprotkb:CD2|uniprotkb:SRBC|uniprotkb:Erythrocyte receptor|uniprotkb:LFA-2|uniprotkb:LFA-3 receptor|uniprotkb:Rosette receptor|uniprotkb:T-cell surface antigen T11/Leu-5	psi-mi:fyn_human|psi-mi:FYN|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|uniprotkb:E1P557|uniprotkb:H0UI48|uniprotkb:p59-Fyn|uniprotkb:Proto-oncogene c-Fyn|uniprotkb:Src-like kinase|uniprotkb:FYN|uniprotkb:Proto-oncogene Syn|intact:EBI-2561531	psi-mi:"MI:0096"(pull down)	Lin et al. (1998)	pubmed:9677430|mint:MINT-6548030	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8678205	intact-miscore:0.40116468
